movieId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
110,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
111,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
141,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
150,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
153,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
158,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
161,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
163,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
165,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
168,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
172,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
173,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
185,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
208,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
223,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
231,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
235,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
253,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
260,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
266,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
288,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
292,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
293,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
296,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
300,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
316,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
317,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
318,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
329,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
337,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
339,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
344,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
349,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
350,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
353,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
356,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
357,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
364,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
367,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
368,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
370,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
377,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
380,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
410,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
420,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
432,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
434,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
435,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
440,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
442,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
454,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
457,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
466,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
480,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
485,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
500,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
508,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
509,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
520,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
527,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
539,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
541,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
551,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
552,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
553,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
555,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
586,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
587,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
588,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
589,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
590,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
592,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
593,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
594,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
595,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False
596,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
597,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
608,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
648,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
653,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
673,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
708,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
733,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
736,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
750,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
778,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
780,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
784,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
786,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
788,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
858,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
903,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
904,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
908,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
912,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
919,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
923,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
924,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
953,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1028,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1035,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1036,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1073,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1079,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1080,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1089,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1090,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1097,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1101,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1127,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1136,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1148,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1193,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1196,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1197,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1198,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1199,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1200,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1201,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1203,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1206,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
1207,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1208,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1210,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1213,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1214,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1215,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
1219,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1220,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1221,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1222,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1225,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1230,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1234,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1240,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1246,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1247,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1252,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
1258,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1259,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1265,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1270,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1276,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1278,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1282,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1288,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1291,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1302,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1304,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1307,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1356,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1370,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1374,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1377,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1380,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1387,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1391,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1393,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1394,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1407,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1466,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1485,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1500,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1517,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1527,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1544,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1552,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1573,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1580,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1584,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1608,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1610,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1617,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
1625,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1639,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1641,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1645,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1653,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
1676,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1682,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1704,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1721,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1732,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1777,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1784,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1917,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
1923,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1954,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1961,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1968,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1997,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2000,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2005,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2006,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2011,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2012,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2028,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2054,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2078,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2080,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2081,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2100,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2115,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2167,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2174,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2194,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2268,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2291,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
2302,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2321,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2324,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2329,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2353,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2355,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2395,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2396,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2406,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2470,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2502,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2529,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2542,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2571,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2572,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2599,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2617,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
2628,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2640,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2657,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2671,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2683,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2692,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2699,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2700,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2701,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2706,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2710,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
2712,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2716,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2762,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
2791,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2797,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False
2804,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2858,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2916,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2918,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2947,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2959,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2985,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
2987,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False
2997,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
3033,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3052,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3081,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False
3114,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3147,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3160,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3175,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3253,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3408,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3421,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3471,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3481,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3489,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3527,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
3535,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
3552,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3578,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3623,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3671,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3717,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3751,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3753,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
3793,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3897,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3911,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3948,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3949,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3977,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3994,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3996,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
4011,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4018,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4022,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4025,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4027,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4034,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
4226,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
4239,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
4246,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
4262,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
4306,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4308,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
4370,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4447,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4720,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
4776,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
4816,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4848,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
4878,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
4886,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4896,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4963,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4973,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4979,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4993,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4995,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
5218,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5299,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5349,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
5378,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
5418,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
5445,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False
5459,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
